ID,Tweet Text,Relevance,Information Type,Event
[1066452047128653824],['الليث يغرق والسكان بخطر \n#امطار_الرياض_الان https://t.co/MZKr39kHkj'],Related,Caution and advice,Al Lith floods
[1066451956384833536],['@diarioAFC إذا رأيت نيوب الليث بارزة فلا تظنن أن الليث يبتسمُ'],Not related,Not applicable,Al Lith floods
[1066451940429754371],['امس خط الموت واليوم سيل 😢الليث لها الله 💔 https://t.co/2CEBlQjunZ'],Related,Sympathy and emotional support,Al Lith floods
[1066451488011165698],['محافظة الليث تتعرض الان الئ سيول منقوله وتتجول في شوارع الليث \n\nالرجاء الانتبه للاطفال'],Related,Caution and advice,Al Lith floods
[1066451079028719618],['@OoaOo70 @yussefalzhrani جاء سيل بسيط من وادي الليث'],Related,Caution and advice,Al Lith floods
[1066450162514632707],['أمير منطقة \u2067#مكة_المكرمة\u2069 يوجّه بتشكيل لجنة للإيواء بمحافظة الليث عقب \u2067الأمطار\u2069 الغزيرة على المنطقة وحصر ماخلفته من أضرار.\n.\n.\n#أمطار_المملكة #أخبار_محلية https://t.co/6qsArXIpwN'],Related,Donations and volunteering,Al Lith floods
[1066450128146522112],['#معاناة_شرق_محافظة_الليث انهيار سد وادي الليث https://t.co/8S2L6kd3DF'],Related,Infrastructure and utilities damage,Al Lith floods
[1066449948517036038],['تساؤل ؟\nما مدى تاثير اعتراض قناة الشركة مجرى السيل الشمالي مما أدى الى تغيير اتجاه السيل الى داخل الحي الأكثر تضررا الكليبية؟؟ لماذا بضرر هذه القناة ؟؟ \n@makkahregion \n@Mod_Gov_Sa \n@SgsOrgSa \n@baladiahallith \n#محافظه_الليث https://t.co/lx1A8mCS3R'],Related,Infrastructure and utilities damage,Al Lith floods
[1066449658489307137],['🎥 | فيديو متداول لطيران الأمن وهو ينقذ شخصين محتجزين في سيل وادي الليث بـ \u2067#مكة_المكرمة\u2069\n- https://t.co/jjngYDWJjW'],Related,Affected individuals,Al Lith floods
[1066449603858440193],['لجنة حصر أضرار الأمطار في محافظة الليث تباشر تسكين المتضررين\n#عكاظ \n https://t.co/qtpwFzhj8j'],Related,Donations and volunteering,Al Lith floods
[1066449458584592384],['📹 #فيديو | #فريق_السلام_السعودي_للبحث_والإنقاذ يحرك وحدات الغواصين والمسعفين والمساندة والطيارين ومشغلي القوارب والدفع الرباعي لمباشرة مهام البحث والإنقاذ بالتنسيق مع #الدفاع_المدني في #سيول_الليث بقوة ١٣٠ عضواً.\n#عكاظ https://t.co/nGJdZVYGLP'],Related,Affected individuals,Al Lith floods
[1066449325599981568],['🔴عاجل\nمستشفى الليث العام يشارك بعربات متنقله في حي الكليبيه. https://t.co/rH0K33zg09'],Related,Donations and volunteering,Al Lith floods
[1066449287125639168],['@abr67942gmailc2 الاخوه والاخوات  الذين لديهم دوامات في الليث وبعد الليث جنوبا لاتخاطرو بأنفسكم وأبنائكم.\nالى الان لم تصدر أي جهه تصريح يفيد بالوضع هل هو امن ام انه يشكل خطوره من فيضان سد الليث البارح بالليل .\nربما هناك هبوط في الطريق ربما انزلاقات طينيه ربما  بالوعات  بسبب المستنقعات\nلم يعلق احد'],Related,Caution and advice,Al Lith floods
[1066449281954009088],['من المتسبب في تعثر سد وادي الليث لمدة ١٨ سنه وهوا تحت الانشاء مما تسبب في غرق محافظة الليث https://t.co/THx2GENYnV'],Related,Infrastructure and utilities damage,Al Lith floods
[1066448984615645184],['جانب من تأثيرات سيول محافظة #الليث مساء البارحة  ... الطريق الساحلي \n\nالله يعوض أصحابها \n@bariq99 \n@alamattaqs \n@thniaan \n@fe1700e \n@TEhh666 \n@Alsharifi_a https://t.co/FIy69Oe7Eo'],Related,Infrastructure and utilities damage,Al Lith floods
[1066448625977487360],['@MEWAspokesman ما ادري المتحدث الرسمي كان وقتها متحدث رسمي والا كان يدرس في المتوسطة ايام ترسية المشروع ومازال من اكثر من ١٨ عام تحت التنفيذ !!! شاهد ايها المتحدث الفطن تواريخ اخبار السد في الصور لتعلم هل هناك معوقات ام لا !!  \n@makkahregion \n@saudiarabia_moa \n#الليث_الان #وادي_الليث https://t.co/oghWs9HGJI'],Not related,Not applicable,Al Lith floods
[1066448439930732545],['@fjr1405 مايقارب ١٣ سنة تعثر هذا والله قمة الفساد والاستهتار بأرواح البشر. اللهم الطف باهلنا في الليث'],Related,Sympathy and emotional support,Al Lith floods
[1066448377364299777],['#الليث_الان\n\nقرية الوطيات مقطوعه عن كل العالم بسبب السيول \n\nلا كهرباء ولا خطوط  @makkahregion @allyth64_ @JeddahAmanah @ghamiqa https://t.co/fAdDNPFL90'],Related,Infrastructure and utilities damage,Al Lith floods
[1066448375996956672],['ذو  العقلِ  مَن  أصبحَ  ذا  خَلوَةٍ\nفي  بيتِهِ  كالمَيتِ  في رمسِهِ\n\nمُنفَرِداً  بالفكرِ  عَن  صَحبِهِ\nمُستَوحِشاً  بالإِنسِ  مِن  أُنسِهِ\n\nأَصبَحَ  لا  يألَفُ  خِلّاً  وَلا\nيَصحَبُ  شخصاً  لَيسَ  مِن  جِنسِهِ\n\nوَلا  يُريدُ  اللَيثَ  في  غابِهِ\nمِن  مُؤنسٍ  فيهِ  سوى نفسِهِ  🍃'],Not related,Not applicable,Al Lith floods
[1066448297689313282],['@allyth64_ وهل مدارس شرق الليث بها تعليق'],Related,Not applicable,Al Lith floods
[1066448200322691081],"['حتى الان""\nقادة المدارس التاليه تعلق الدراسة في مدارسهم بسبب السيول خصوصا ان شفط الماء الموجود يحتاج لأيام:\n\n1 مدرسة الحسن بن علي الابتدائية\n2 ثانويه الليث\n3 مدرسة ولي العهد الابتدائية\n4 مدرسة سعيد بن عاص الإبتدائية والمتوسطة\n5 مدرسة السعودية\nسموافيكم بالمدارس المعلقه في اي وقت..']""",Related,Caution and advice,Al Lith floods
[1066447953139765249],['عدد من قادة المدارس في “الليث” يعلقون الدراسة غدًا\nعبر: مزمز - محلية\n\nhttps://t.co/yuBNDfoirm'],Related,Caution and advice,Al Lith floods
[1066447916582223873],['🔴فيديو\n\nالسيول تقطع طريق طفيل جنوب مكة المكرمة طريق الليث القديم الان\n\nتصوير منصور البشري https://t.co/jEVHD7XntY'],Related,Other useful information,Al Lith floods
[1066447833413427204],"['ملأته مياه السيول المنقولة التي اجتاحت المحافظة مساء أمس..\n\nبعد تأجيلها.. هكذا بدا محيط الكلية الجامعية بـ #الليث باليوم المقرر لاختبارات القياس"".\n\nhttps://t.co/g9x6mIEHxB https://t.co/GDphThN8L6']""",Related,Infrastructure and utilities damage,Al Lith floods
[1066447818733297664],['تعرض الأخ/ عبدالله غرم الله العطاوي الزهراني لحادث سببه السيول المنقوله جرفته هو ومركبته على طريق الساحل بقرب محافظة الليث ولله الحمد لم يتعرض لأذى والله يعوضه خير في سيارته . https://t.co/c7U7nUuygG'],Related,Affected individuals,Al Lith floods
[1066447776928735233],['رغم كبر الحدث  والاضرار التي حدثت .\nلم يصدر تصريح للدفاع المدني يبين عدد الوفيات والاصابات والاضرار.\nولم يصدر أي تصريح من الجهه المسؤوله عن سد الليث واسباب الانهيار.\nهذا يسمى استهتار وعدم مسؤوليه \nمن لايقدر حجم المسؤوليه فلغادر كرسيه\nلسنا في حاجه له . https://t.co/aPNLLZXdYt'],Related,Affected individuals,Al Lith floods
[1066447601531322369],['سيل الأمطار على منطقة الليث \nاللهم إلطف بهم . https://t.co/YiI8cCDWnY'],Related,Sympathy and emotional support,Al Lith floods
[1066447569595830273],['#سيل_وادي_الليث\n#الليث_الان\nالسيل يقول عزيزي المسؤول عطيتكم مهلة ٢٥ سنه من اخر زيارة لي وماضبطتم اموركم الوجه من الوجه ابيض !!'],Related,Caution and advice,Al Lith floods
[1066447420828131340],['@Adhwan هذا الليث من ذاك الاسد👍'],Not related,Not applicable,Al Lith floods
[1066447365417172992],['عاجل 🔴 \n\nانهيار سد منطقة الليث الان بعد فيضانه واستنفار امني وجاري اخلاء المنطقة بشكل طارئ https://t.co/tUBQftbHFw'],Related,Infrastructure and utilities damage,Al Lith floods
[1066447180729327616],"['●عاجل |\nنظرا لورود العديد من المطالبات،بشأن طلب تأجيل اختبار كفايات المعلمات في #الليث ،للخريجات الجامعيات، والمقرر إقامته اليوم السبت،نظرا للحالة المناخية التي تمر بها المحافظة،فنود التنويه للجميع بأن الاختبار من اختصاص مركز  #قياس @QiyasOnline وليس إدارة التعليم.']",Related,Caution and advice,Al Lith floods
[1066447099401768960],['3️⃣\nانهيار سد منطقة الليث -مكة المكرمة الان بعد فيضانه واستنفار امني وجاري اخلاء المنطقة بشكل طارئ https://t.co/98JHeG4Lq8'],Related,Infrastructure and utilities damage,Al Lith floods
[1066447086256865285],['مؤكد رسميا : \n\n#تعليق_الدراُسة ليوم غداً الأحد\n\nفي  المؤسسة العامة للتدريب التقني والمهني\nفي  (    محافظة  الليث   )\n\nإجازة سعيدة\nالتفاصيل هنا \n👇👇👇👇👇\nhttps://t.co/c73kSBEN4G https://t.co/yOZtpJLvmz'],Related,Caution and advice,Al Lith floods
[1066446934360104961],['@SaudiNews50 وزارة التعليم في سبات عميق الليث اللهم يحفظ اهلها غرقة ولا علقو الدراسة'],Related,Sympathy and emotional support,Al Lith floods
[1066446910612037632],['باشر مدني #الليث بلاغاً عن سيل منقول في #يلملم نتج عنه احتجاز عدة مركبات في الطريق تم إخراج ١١ شخص من قبل فرق الإنقاذ ولا زالت العمليات جارية بمشاركة طيران الأمن. https://t.co/CNDCOIrr0j'],Related,Affected individuals,Al Lith floods
[1066446688888459266],['بإذن الله الطقس المتوقع يوم السبت ١٦-3-١٤٤٠\nأمطار رعدية متوسطة إلى غزيرة\nالرياض شمال المنطقة الشرقية القويعية الجوف القريات عرعر رفحاء طريف ينبع الوجه جنوب تبوك  الطائف الليث حائل الحفر المجمعة سدير الوشم الغاط الصمان محافظات شمال الرياض https://t.co/GZUeFTNtr4'],Related,Caution and advice,Al Lith floods
[1066446516557135872],['انقطاع الطرق والكهرباء والاتصالات.. والمياه تحاصر المدارس..\n\n#الليث.. مطالبات بتعليق الدراسة غداً في المناطق المتضررة من الأمطار.\n\nhttps://t.co/qFOfq5PEzh https://t.co/iXrDnsGQsR'],Related,Infrastructure and utilities damage,Al Lith floods
[1066446069033312259],['معك شبكة #stc بث لي معاك 😂😂\nوضعنا في #الليث من ليلة البارحة .\n\n@Mobily'],Not related,Not applicable,Al Lith floods
[1066445919724417031],['#سد_وادي_الليث أمطار محافظة #الليث والمراكز التابعة لها وكأنها تقول للمسؤول الفاسد اظهر وبان عليك الامان ..! اللهم أجعلها أمطار خير وبركة وعم بها أرجاء البلاد.'],Related,Sympathy and emotional support,Al Lith floods
[1066445667579699200],"['شاهد، هكذا بدا محيط الكلية الجامعية بـ #الليث باليوم المقرر لاختبارات #قياس. https://t.co/nLTREivEAe']",Related,Infrastructure and utilities damage,Al Lith floods
[1066445581457997826],"['شركة #موبايلي رجعتنا للسنين الحجرية الماضية التي كان يحكيها لنا الآباء عندما يتواعدون في مكان ويلتقون في مكان آخر دون اتصال أو تواصل  لا توجد خدمة "" من ليلة البارحة ولا زالت مستمرة في محافظة #الليث \n@Mobily \n@yussefalzhrani']""",Not related,Not applicable,Al Lith floods
[1066445409336221698],['بالصور.. عقب أضرار الأمطار في الليث.. أمير مكة يوجه بتشكيل لجنة للإيواء https://t.co/54e0nZbEyB https://t.co/7PHmBuN94W'],Related,Donations and volunteering,Al Lith floods
[1066445400545140736],['سيل طفيل جهة الليث\nتصوير منصور البشري https://t.co/Pa4GbzJSeE'],Related,Not applicable,Al Lith floods
[1066445164103827457],['🎥 من دخول السيل الى داخل #محافظة_الليث\nمنقول.. https://t.co/XARt0IDTD1'],Related,Not applicable,Al Lith floods
[1066445057589424133],"['#الليث_الان\nأيها المسؤول إنك لمسؤول ؟\nعن فسادٍ بان أثره ، وظهر كمده ، واستعلى صوته ، وضحاياه قوم هم أجدر بأن نقدم لهم كافة ما يحتاجون .']",Related,Donations and volunteering,Al Lith floods
[1066444923145256962],['@makkahregion \n#سد_وادي_الليث \nأصبح من الماضي https://t.co/TM1Ilap6aP'],Related,Not applicable,Al Lith floods
[1066444763002482688],['@p8h33 شف هذا ع خط الليث اليوم https://t.co/WunAEf1Gu6'],Related,Not applicable,Al Lith floods
[1066444727300562945],['خوف وهلع بين أهالي #الليث بعد أنباء عن انهيار جزئ من سد الليث بسبب كثافة الأمطار وسوء التصريف وضعف البنية التحتية.\n\nنسأل الله السلامة للجميع. https://t.co/wSljmiAlAC'],Related,Infrastructure and utilities damage,Al Lith floods
[1066444483150012417],['طيران الأمن ينقذ شخصين من الجنسية الهندية كانا محتجزين في سيل وادي الليث بمكة المكرمة https://t.co/KZ80mtsz24'],Related,Affected individuals,Al Lith floods
[1066444317777190913],['@shahad_3sk3 @News_Ejazah كل الديار بطة سوداء \nالليث لوما السيل والانهيار الجزئي بالسد كان صفوا معنا'],Related,Infrastructure and utilities damage,Al Lith floods
[1066444310223208448],['مصدر لـ «عكاظ»: تعليق الدراسة في المدارس المتضررة في الليث – أخبار\xa0السعودية https://t.co/kuOkHxZ9vV https://t.co/L0rnZBKPzA'],Related,Caution and advice,Al Lith floods
[1066444187711750144],['اوبر وكريم شغال بعد انفجار سد الليث https://t.co/D3cvBXRLKm'],Related,Not applicable,Al Lith floods
[1066444045105410050],['السيول التي رأيناها في محافظة #الليث وفي غيرها وتهدمت سدود على إثرها تشعرني بالخوف الشديد وأنا أعلم بأن #نجران تحيط بها الجبال ومع هذا التوسع العمراني وزيادة السكان ونشوء أحياء سكانية جديدة ولاتوجد لها مصدات ومجاري للسيول يصبح الخوف اكبر فهل من خطوات استباقية؟ @NajranMunicipal'],Related,Infrastructure and utilities damage,Al Lith floods
[1066443983549804544],['متحدث «البيئة» يكشف حقيقة انهيار سد الليث بسبب الأمطار (فيديو)\n\nhttps://t.co/SNkGPKVnNN \n\n#البيئة #الامطار #السعودية https://t.co/BqpP9rPCqT'],Related,Infrastructure and utilities damage,Al Lith floods
[1066443972862713862],['انهيار  سد وادي  #الليث الترابي https://t.co/HeTdoeDPVF'],Related,Infrastructure and utilities damage,Al Lith floods
[1066443954390999041],['بدء تسكين المتضررين وتقديم الإعاشة لمتضرري سيول\xa0الليث https://t.co/LqF08307pe'],Related,Donations and volunteering,Al Lith floods
[1066443571614679041],"['خبير الطقس الحربي"" يطمئن سكان الليث: أمطار اليوم ستكون خفيفة https://t.co/cRzg9Us5Mt via @SabqOrg https://t.co/ckvsumKYpM']""",Related,Caution and advice,Al Lith floods
[1066443253048856576],['@3ayoosh1413 @yussefalzhrani #الليث كيف الاكشن بالله معاك الحين https://t.co/zYpDyRohQj'],Not related,Not applicable,Al Lith floods
[1066442738143514624],['@News_Ejazah الليث جايينا سيل تكفون علقوها.'],Related,Infrastructure and utilities damage,Al Lith floods
[1066442593507176449],['#الليث_الان\nيا أهلنا ويا ذوينا ويا أبناء عمومتنا \nأراكم الله فيمن خان أمانته ما يشفي صدوركم .'],Related,Not applicable,Al Lith floods
[1066442559734669313],"['للحوثيين ثلاث منصات اعلامية،  كل منصة تعدل بوزارة اعلام الشرعية وتزيد عليها باضعاف\nعيسى الليث \nالشاعر حسين الكبسي \nالشاعر معاذ الجنيد\nلو كان لي من الامر.. لاشتريت واحدة من هذه المنصات بفارس الاعلام الفارس في مشيته. \nوازيد دعاية فوق بنجيب غلاب،  وفهد الشرفي وسبعة من وكلاء الفارس.']",Not related,Not applicable,Al Lith floods
[1066442555599003648],['نفوز على الفيصلي ويتعثر النصر امام الليث والاهلي امام العميد . https://t.co/D71rHr5Ow3'],Not related,Not applicable,Al Lith floods
[1066442390536359938],"['@Zeyad_jehani (خلاص باح المطر اخي زياد)من الليث وشرقه إلى تهامة الباحه ومرتفعاتها حتى نجهز أنفسنا لأستقابل الحاله القادمه المميزه الي بدايتها بتكون نهاية الأسبوع إن شاء الله مثل ما ذكرتوها سابقا ، ولك تحياتي اخي زياد ولكل من اجتهد مثلك ف الأرصاد وكان ذاكر لأسم الله في نشر الخبر👍\u2066🌨️\u2069⚡\u2066🌨️\u2069']",Related,Caution and advice,Al Lith floods
[1066442297355710464],['سقى الله وقتٍ فآت يوم آلأمور بخيـر \n\n #الليث'],Not related,Not applicable,Al Lith floods
[1066442253550391297],['@AlFarsiSalman @hmodi1392 @sz_toth8 الليث لسى بيسيل أن شاء الله 😉'],Related,Caution and advice,Al Lith floods
[1066442117315055616],['#تعليق_الدراسة في عدد من مدارس #الليث.. غدا https://t.co/ixBmckdWLm https://t.co/9I18gBXkdv'],Related,Caution and advice,Al Lith floods
[1066442023564189698],['#الليث_الان\nبُكاء طفل \nوعويل امرأة\nوذرفُ رجل \nوهتاف شيخ \nوهلع شاب\nمن لها؟ بعد مولاها .'],Related,Sympathy and emotional support,Al Lith floods
[1066441877573025793],['مبادرة رائعة من #جمعية_البر_بالليث بإنشاء مجموعة تواصل تطوعية لتقديم المساعدة للمتضررين من #سيل_وادي_الليث .. انضم لها حتى الآن أكثر من 200 شاب.\nجزاهم الله خيرا وكتب أجرهم.\nhttps://t.co/m4YqJzkqgL'],Related,Donations and volunteering,Al Lith floods
[1066441839878782976],['@allyth64_ @Nawal_non والله حال يبكي الله يلطف بحالكم حبايبنا في الليث ويحفظكم.'],Related,Sympathy and emotional support,Al Lith floods
[1066441679161491456],['قرآن تلاوة جدة المدينة مكة ابها الباحة جيزان نجران شرورة الدمام الجبيل الخبر القصيم الرياض بريدة حايل حفر الباطن الجنوب تبوك امطار توقعات  الحناكية الجمش الدوادمي الخرج الافلاج ليلى الليث القنفذة محايل عسير الخميس خميس مشيط المهد مهد الذهب الرس خيبر العلا ضبا الوجة املج https://t.co/bUB5pUiMFX'],Not related,Not applicable,Al Lith floods
[1066441295038570496],['انهيار سد وادي الليث https://t.co/QEUowArKU7'],Related,Infrastructure and utilities damage,Al Lith floods
[1066441287904239616],['بمتابعة أمير مكة #خالد_الفيصل ونائبه #عبدالله_بن_بندر\nلجنة حصر أضرار الأمطار في محافظة #الليث تباشر تسكين المتضررين وتقدم\nالإعاشة لهم .. دعت اللجنة المتضررين لمراجعة مقرها في المحافظة للاستفادة من خدماتها\n.\n#السعودية https://t.co/PjqckWNQde'],Related,Infrastructure and utilities damage,Al Lith floods
[1066441264017616896],"['#الأرصاد :\nهطول أمطار رعدية من متوسطة إلى غزيرة مصحوبة بزخات من البرد ورياح نشطة المثيرة للأتربة ، قد تؤدي إلى جريان السيول\n•بداية الحالة : 11:00\n•نهاية الحالة : 18:00\nالقنفذة - نمرة - الليث https://t.co/01lg4EKWbX']",Related,Caution and advice,Al Lith floods
[1066441099873607684],['أمير منطقة \u2067#مكة_المكرمة\u2069 يوجّه بتشكيل لجنة للإيواء بمحافظة الليث عقب \u2067الأمطار\u2069 الغزيرة على المنطقة وحصر ماخلفته من أضرار.\n.\n.\n#أمطار_المملكة #أخبار_محلية https://t.co/e3o7mbQa8W'],Related,Donations and volunteering,Al Lith floods
[1066441055271292929],['#الليث شباب انا في جده ورايح على خط الليث الى القنفذة الخط يساعد امشي منه؟'],Related,Not applicable,Al Lith floods
[1066440987554316293],['#الليث_الان \nالحمد لله الذي أنقذ أهلنا وذوينا لولا رحمةٌ من الله ولطفٍ منه لحل بهم سوءً جراء ما حصل .'],Related,Donations and volunteering,Al Lith floods
[1066440984228188160],['غدا الاحد ٢٥ نوفمبر بمشيئة الله فرصة ممطرة جميلة وإن كانت محدودة على البلدات الساحلية الليث والوسقة وحفار ودوقة .'],Related,Caution and advice,Al Lith floods
[1066440905870254081],['2️⃣\n\nانهيار سد منطقة الليث -مكة المكرمة الان بعد فيضانه واستنفار امني وجاري اخلاء المنطقة بشكل طارئ https://t.co/8GZ0hIdTjq'],Related,Infrastructure and utilities damage,Al Lith floods
[1066440816003039232],"['@News_Ejazah ترا الليث قريب من مكه ، يعني ماتدرو باي لحظه ينزل مطر واحنا بالمدرسه هالله العظيم اموت ع وجيه ابلاتي 😂😭💔💔.']",Not related,Not applicable,Al Lith floods
[1066440608837967872],['#الليث \nاللهم سلّم أهلنا هناك.'],Related,Sympathy and emotional support,Al Lith floods
[1066440482899849216],['@News_Brk24 ليه ما يشرفنا ويشوف بعينه الفساد وين واصل في الليث'],Related,Infrastructure and utilities damage,Al Lith floods
[1066440377132032006],['إدارة العقيل عملت خطأ كبير في احضار صوماليا بمبلغ عالي يتجاوز الضعفين من صفقة المهاجم الأسباني بيدرو كوندي رغم اصرار جماهير الليث العاشقة على هذا النجم وبيدرو كان باليد وبمبلغ أقل بكثير من صوماليا بيد أن إدارة العقيل قامت بالعناد \nبوجود كوندي من البداية الليث بالمنافسة https://t.co/NejUt218eM'],Not related,Not applicable,Al Lith floods
[1066439982267752448],['@News_Ejazah اخلص و اذا طلع من الليث مدري شسمها ذي بنام طفشت'],Not related,Not applicable,Al Lith floods
[1066439970532007937],['معالي النائب العام وفقه الله.\nليلة السبت اجتاحت السيول مدينة الليث\nالمسئولين يقولون انهار السد الترابي الاحترازي.\nواحد المواطنين يؤكد بالصور إنهيار للسد الرئيسي.\nولا نعلم الحقيقة.\nوأطالب بالتحقيق لمعرفة الحقيقة ومحاسبة المقصر.'],Related,Infrastructure and utilities damage,Al Lith floods
[1066439965515628545],['بالصور.. عقب أضرار الأمطار في الليث.. أمير مكة يوجه بتشكيل لجنة\xa0للإيواء https://t.co/Gn1800caVG https://t.co/lS9YksYTOq'],Related,Donations and volunteering,Al Lith floods
[1066439692164521984],['@M80558261 بشر كيف الوضع عندكم في الليث'],Related,Not applicable,Al Lith floods
[1066439523368873984],['تعليق الدراسة في عدد من مدارس\xa0الليث https://t.co/CVaU5leh5j https://t.co/u42XL5UHl3'],Related,Caution and advice,Al Lith floods
[1066439495652921346],"['إمارة  مكة "" : لجنة باشرت تسكين متضرري سيل وادي الليث -  https://t.co/LA5tWsjdfs https://t.co/I9EqnXpVJu']""",Related,Donations and volunteering,Al Lith floods
[1066439356670455810],['@allyth64_ علقو الدارسه ف الليث دامها سيول وأمطار'],Related,Caution and advice,Al Lith floods
[1066439349254922241],['@trtscd @FFFd09ga @2iinii @fahad6200 من وجهة نظري أفضل عين حاره بالسعوديه\nهي العين الحاره الواقعه في غميقه شرق الليث\n👇🏻\nتصويري https://t.co/2ti1oRIITD'],Not related,Not applicable,Al Lith floods
[1066439221970378754],['#سيل_وادي_الليث\n\nوفي النهاية لا بد أن يحنَّ الفرع إلى أصله والغصن إلى جذعه ..'],Not related,Not applicable,Al Lith floods
[1066439215662039040],['جانب بسيط مما خلفته سيول البارحة داخل محافظة #الليث يتضح مدى بعض الاضرار وارتفاع منسوب السيل في حي الكليبة حتى مجاري التصريف التى يتراوح عمقها بين المترين والثلاثة فاضت وغمرت الاراضي والطرق والاحياء والبيوت المجاورة لكنها للامانة خففت كثير وصرفت اطنان هائلة من المياه الى البحر https://t.co/hxyEhHKfc8'],Related,Infrastructure and utilities damage,Al Lith floods
[1066439205587423233],['@alliethcity @albaik كثر ماصار ف الليث والقرى التابعه لها مافي اي متابعه من اللي صار ! وش الفرق بينها وبين جده قبل كم سنه! يعني تشوفون الوضع عادي ولا تسكتونا ب البيك ذا الله يديم النعمه 🙂'],Related,Infrastructure and utilities damage,Al Lith floods
[1066439152776953856],['سيل الليث يدخل المدينة من مجراه المعروف بعد غيابه ٢٧ عاما https://t.co/iPUVd8HHic'],Related,Infrastructure and utilities damage,Al Lith floods
[1066439117741977601],['جمال بلعمري:\nفرصة واحدة استغلها  النصر وفاز\nاعتذر لزملائي اللاعبين وجماهير #الشباب\n\n#قروب_محبين_الليث \n https://t.co/R8WnSPtdD3'],Not related,Not applicable,Al Lith floods
[1066439043959926784],"['سواء علقت إدارة تعليم #الليث أم لم تعلق، من المستحيل أن تمر المركبات الصغيرة ومركبات نقل المعلمات إلى بني يزيد، الطريق متكسر تماما في بعض الأماكن..']",Related,Infrastructure and utilities damage,Al Lith floods
[1066438947268673537],['🔴 \nانهيار سد منطقة الليث -مكة المكرمة الان بعد فيضانه واستنفار امني وجاري اخلاء المنطقة بشكل طارئ https://t.co/471dGjyM8M'],Related,Infrastructure and utilities damage,Al Lith floods
[1066438762631229440],['شاهد | 🔴⛈️\n السيول المنقولة تُداهم بعض الأحياء السكنية في #الليث \n\nتابعونا بكُل جديد في عالم الطقس 👈@ArabiaWeatherSA\n#الليث https://t.co/t0RFQkMY90'],Related,Infrastructure and utilities damage,Al Lith floods
[1066438476252368896],['#الليث_تغرق \n#الليث_الآن \nقيمة عقد خيالية كفيلة ببناء مدينة وليس بناء سد فقط \nلكن المشتكى لله وحده متى تتخلص البلد من أمثال هؤلاء الخونة https://t.co/NZDWqXmz5w'],Related,Caution and advice,Al Lith floods
[1066438422544429062],['#كلنا_ثقة_بالقادح\nنتمنى أن تعيد الليث 🦁 إلى سابق عهده'],Not related,Not applicable,Al Lith floods
[1066438212376240134],['#الليث_الان بجوار بيتي شارع عكرمة https://t.co/tMWBgDd5Es'],Not related,Not applicable,Al Lith floods
[1066438047057760263],['@makkahregion @alliethcity نريد حلول عاجله لسد الليث ونريد محاسبة المسؤول عن ذلك'],Related,Infrastructure and utilities damage,Al Lith floods
[1066437285489577984],"['@alanoud_jalawi بعد ضغطة بسيطة يصير عندهم دمار .. والله دول الغرب حريتهم انحطاطية اخلاقية فقط، واذا وصلت الأمور للسياسة تكسر الحاجز الزجاجي وظهرت انياب الليث ونفشى القمع .. قبلها مظاهرات لندن التي كسروا فيها ارجل الشباب وصوت البرلمان أمن انجلترا خط أحمر. 😂😂']",Not related,Not applicable,Al Lith floods
[1066437161577259010],['اللهم في يوم الجمعة اني اسألك بكل اسم هو لك ان تيسر امر نقلي لجدة يارب💔 \n\n#الليث_الان \nانهيار سد وادي الليث يارب سلم سلم https://t.co/UldBFSUNiD'],Related,Sympathy and emotional support,Al Lith floods
[1066437101632331776],['لانزال توقعات العاصمة الرياض غزيرة وكميات الأمطار المتوقعة معتبرة الليلة وتتواصل صباح ونهار الأحد وتمتد لكل الشرقية ورماح وتشمل الخرج بإذن الله . وتتضح فرص الغزارة اليوم في حايل وعرعر وجنوب الشعيبة وفي الليث والدوادمي وعموم الوشم والمحمل وفي سدير والقويعية وحريملاء .'],Related,Caution and advice,Al Lith floods
[1066436967972388869],['خبير طقس يطمئن سكان #الليث: أمطار اليوم ستكون خفيفة. https://t.co/KQ61FOYvFi'],Related,Not applicable,Al Lith floods
[1066436956232527872],['عقب أضرار الأمطار في الليث.. أمير مكة يوجه بتشكيل لجنة للإيواء - https://t.co/nxRQixDddB https://t.co/IDtlM3TU5o'],Related,Donations and volunteering,Al Lith floods
[1066436710484123650],['@allyth64_ من الليث الى الشعيبه الخط ماشي الزفلت لا يخلو من المياه ولاكن شي بسييط'],Related,Caution and advice,Al Lith floods
[1066436580766871552],['@allyth64_ الله يستر على اهل الليث'],Related,Sympathy and emotional support,Al Lith floods
[1066436555324211200],"['أحترم تصريح العزيز أبا الخيل \nولكن سد #الليث متعثر تحت التنفيذ من قرابة 10  سنوات  والسد الترابي الذي انهار ارتفاعه 20 متر، ولك أن تحسب حجم الطاقة المائية التي كان يحتجزها وأطلقت الآن ؟\nهذه نتائج المشاريع المتعثرة وعدم محاسبة المتسببين فيها!']",Related,Infrastructure and utilities damage,Al Lith floods
[1066436451078934528],['تعليق الدراسة في عددًا من مدارس\xa0الليث https://t.co/OOSYPAJ6Qa'],Related,Caution and advice,Al Lith floods
[1066436449195700230],['@allyth64_ اعطونا العلم عشان تعم الفايده لسكان الليث'],Not related,Not applicable,Al Lith floods
[1066436364298829825],['@allyth64_ هل السيل موجه ع محافظه الليث'],Related,Not applicable,Al Lith floods
